Student_ID,Gender,Faculty,Semester/Year,Attendance (%),Assignment Completion (%),Internal Marks (out of 50),Previous Term Marks (%),Project/Practical Score (%),Study Hours per Week,Parental Education,Parental Support,Internet Access,Extra-curricular,Engagement_Score,Improvement,Final Grade,Final_Grade_Encoded
S4189,Female,Engineering,2,90,80,24,59,24,20,High,No,No,Medium,85.0,9.25,D,1
S4190,Female,Management,5,35,34,43,94,68,11,Low,No,Yes,Low,34.5,19.5,B,3
S4191,Female,Humanities,3,82,78,44,73,45,30,Medium,Yes,No,Medium,80.0,25.75,A,4
S4192,Male,Science,5,46,73,33,73,90,9,High,Yes,Yes,Medium,59.5,14.75,C,2
S4193,Female,Management,1,88,79,34,47,49,40,Low,No,No,High,83.5,22.25,C,2
S4194,Male,Science,3,68,56,16,91,47,3,Medium,No,No,Medium,62.0,-6.75,D,1
S4195,Male,Management,2,83,40,25,69,33,14,Low,No,Yes,High,61.5,7.75,D,1
S4196,Female,Humanities,1,77,42,20,37,37,40,Medium,No,No,Medium,59.5,10.75,D,1
S4197,Male,Management,4,66,37,50,32,76,27,Low,Yes,Yes,Medium,51.5,42.0,C,2
S4198,Male,Humanities,2,77,36,11,52,100,6,High,No,No,Low,56.5,-2.0,D,1
S4199,Male,Science,7,97,50,15,34,44,10,Low,No,Yes,Low,73.5,6.5,D,1
S4200,Male,Management,8,56,83,19,57,89,28,Low,Yes,Yes,High,69.5,4.750000000000002,D,1
S4201,Female,Engineering,5,56,67,9,25,24,33,Low,Yes,Yes,High,61.5,2.75,F,0
S4202,Female,Engineering,2,92,45,22,64,72,29,Low,No,Yes,Low,68.5,6.0,D,1
S4203,Female,Science,4,81,41,46,78,58,26,Low,Yes,No,High,61.0,26.5,B,3
S4204,Female,Management,2,76,64,29,97,76,24,Medium,No,Yes,Low,70.0,4.75,B,3
S4205,Female,Engineering,1,50,55,7,67,30,37,High,Yes,Yes,Medium,52.5,-9.75,F,0
S4206,Female,Humanities,6,86,83,50,60,88,39,High,No,No,High,84.5,35.0,A,4
S4207,Female,Management,8,71,54,4,98,44,22,High,No,Yes,Medium,62.5,-20.5,D,1
S4208,Female,Management,2,77,94,11,93,49,28,Medium,No,No,Low,85.5,-12.25,C,2
S4209,Female,Engineering,3,56,46,41,74,21,10,Low,No,Yes,High,51.0,22.5,B,3
S4210,Female,Humanities,7,62,87,13,80,55,3,High,Yes,Yes,High,74.5,-7.0,D,1
S4211,Male,Humanities,4,64,36,11,21,56,35,Medium,Yes,Yes,High,50.0,5.75,F,0
S4212,Female,Humanities,2,45,89,23,21,21,30,Low,No,Yes,High,67.0,17.75,F,0
S4213,Male,Management,4,65,30,44,95,66,9,High,Yes,No,Medium,47.5,20.25,B,3
S4214,Male,Science,6,95,24,16,29,78,15,Medium,No,Yes,High,59.5,8.75,D,1
S4215,Male,Management,1,85,77,0,95,23,29,Medium,Yes,No,High,81.0,-23.75,C,2
S4216,Male,Management,3,46,76,41,58,86,34,High,No,Yes,High,61.0,26.5,C,2
S4217,Female,Engineering,5,49,93,36,21,65,16,Low,No,No,High,71.0,30.75,D,1
S4218,Male,Science,2,37,99,10,84,55,4,Medium,Yes,No,Low,68.0,-11.0,D,1
S4219,Female,Humanities,1,47,93,41,85,84,2,Medium,No,No,Medium,70.0,19.75,A,4
S4220,Female,Engineering,8,47,93,5,100,75,15,Low,Yes,Yes,Low,70.0,-20.0,D,1
S4221,Male,Management,4,47,33,14,71,95,3,Medium,No,Yes,Medium,40.0,-3.75,D,1
S4222,Female,Science,6,31,91,40,63,54,8,Low,Yes,Yes,High,61.0,24.25,C,2
S4223,Male,Humanities,7,80,20,39,53,42,3,High,Yes,No,High,50.0,25.75,C,2
S4224,Male,Humanities,4,39,35,22,92,97,20,Low,No,No,Low,37.0,-1.0,C,2
S4225,Female,Management,7,43,45,22,100,63,9,Medium,No,Yes,Medium,44.0,-3.0,C,2
S4226,Female,Humanities,6,55,68,37,64,20,30,Low,No,Yes,High,61.5,21.0,C,2
S4227,Male,Humanities,7,76,61,37,51,85,16,Low,No,Yes,Medium,68.5,24.25,C,2
S4228,Female,Science,6,59,89,48,24,31,15,Low,Yes,Yes,Medium,74.0,42.0,C,2
S4229,Female,Engineering,1,85,85,11,97,32,38,Low,No,Yes,Medium,85.0,-13.25,D,1
S4230,Female,Science,2,71,72,6,82,46,5,Medium,Yes,No,Medium,71.5,-14.5,D,1
S4231,Male,Engineering,5,33,28,36,88,39,29,High,Yes,Yes,Low,30.5,14.0,C,2
S4232,Male,Engineering,2,40,88,15,73,25,14,High,Yes,Yes,High,64.0,-3.25,D,1
S4233,Female,Engineering,8,53,59,37,57,27,30,Low,No,Yes,High,56.0,22.75,C,2
S4234,Female,Humanities,8,96,75,39,28,40,29,High,Yes,Yes,High,85.5,32.0,C,2
S4235,Female,Science,3,66,24,34,80,40,36,Medium,Yes,Yes,Medium,45.0,14.0,B,3
S4236,Female,Humanities,2,31,75,39,40,64,15,Medium,No,Yes,Medium,53.0,29.0,D,1
S4237,Female,Management,6,41,91,28,55,89,35,High,Yes,Yes,Medium,66.0,14.249999999999998,C,2
S4238,Male,Science,6,50,24,38,20,63,1,High,Yes,Yes,Medium,37.0,33.0,D,1
S4239,Female,Engineering,3,98,88,16,41,78,27,Medium,No,Yes,Low,93.0,5.75,C,2
S4240,Male,Humanities,4,100,71,50,34,49,39,Low,No,No,Medium,85.5,41.5,B,3
S4241,Female,Humanities,6,93,100,25,65,29,16,Low,Yes,Yes,Medium,96.5,8.75,C,2
S4242,Male,Science,3,97,92,19,84,94,40,Medium,Yes,Yes,Medium,94.5,-2.0,C,2
S4243,Female,Science,6,72,52,45,25,20,37,High,No,Yes,Medium,62.0,38.75,C,2
S4244,Male,Engineering,5,83,41,24,59,29,35,High,Yes,No,Low,62.0,9.25,C,2
S4245,Female,Engineering,6,91,34,37,54,44,31,High,No,Yes,Medium,62.5,23.5,B,3
S4246,Male,Management,1,41,84,38,100,99,24,High,Yes,No,High,62.5,13.0,A,4
S4247,Male,Engineering,3,30,90,36,80,93,12,High,No,Yes,Medium,60.0,16.0,C,2
S4248,Male,Humanities,7,62,42,18,42,33,13,High,No,Yes,Low,52.0,7.5,D,1
S4249,Male,Management,8,93,25,20,39,22,24,High,Yes,Yes,Medium,59.0,10.25,D,1
S4250,Male,Management,2,97,77,31,47,87,34,High,No,Yes,High,87.0,19.25,C,2
S4251,Male,Management,3,43,45,27,56,59,28,Low,No,No,Medium,44.0,12.999999999999998,D,1
S4252,Female,Science,4,43,31,38,26,52,14,Low,Yes,Yes,Low,37.0,31.5,D,1
S4253,Male,Engineering,6,38,96,40,68,98,14,High,Yes,Yes,Medium,67.0,23.0,C,2
S4254,Female,Management,3,55,96,11,43,26,39,High,No,Yes,Low,75.5,0.25,F,0
S4255,Female,Science,5,78,21,46,99,22,16,Low,No,No,Medium,49.5,21.25,A,4
S4256,Female,Science,3,46,51,14,32,56,24,Medium,Yes,No,Medium,48.5,6.0,F,0
S4257,Female,Management,5,97,69,27,26,45,22,Low,No,No,Medium,83.0,20.5,D,1
S4258,Female,Management,8,89,80,20,34,44,31,High,No,No,Low,84.5,11.5,D,1
S4259,Male,Humanities,8,32,30,15,42,59,30,Low,No,Yes,High,31.0,4.5,F,0
S4260,Male,Management,6,54,87,22,88,62,22,High,No,No,Medium,70.5,0.0,C,2
S4261,Male,Humanities,2,50,53,25,79,63,37,Low,No,Yes,Low,51.5,5.25,C,2
S4262,Female,Management,6,41,99,14,29,90,16,Low,No,Yes,Medium,70.0,6.750000000000001,D,1
S4263,Male,Management,4,83,27,36,70,48,28,Low,Yes,Yes,Medium,55.0,18.5,B,3
S4264,Male,Engineering,1,30,27,11,83,76,1,High,Yes,Yes,Low,28.5,-9.75,D,1
S4265,Male,Management,2,30,34,3,90,28,10,Medium,Yes,No,Medium,32.0,-19.5,C,2
S4266,Male,Management,2,74,24,34,75,41,15,High,No,No,Low,49.0,15.25,C,2
S4267,Male,Humanities,8,75,38,30,51,95,16,Medium,Yes,Yes,Low,56.5,17.25,C,2
S4268,Female,Humanities,1,77,93,26,42,89,20,Medium,Yes,No,Medium,85.0,15.5,C,2
S4269,Male,Engineering,3,36,28,31,73,25,20,Medium,No,No,Medium,32.0,12.75,C,2
S4270,Female,Management,6,39,76,32,92,46,5,Medium,Yes,No,Low,57.5,9.0,C,2
S4271,Female,Management,3,44,73,12,89,71,22,Medium,Yes,No,Low,58.5,-10.25,C,2
S4272,Female,Humanities,3,69,48,36,80,89,31,Medium,Yes,Yes,High,58.5,16.0,C,2
S4273,Female,Science,6,40,38,43,98,68,38,High,Yes,No,Low,39.0,18.5,B,3
S4274,Female,Science,4,85,96,1,39,100,37,High,No,No,Medium,90.5,-8.75,D,1
S4275,Male,Science,2,75,65,37,72,42,28,Low,No,No,Low,70.0,19.0,B,3
S4276,Male,Humanities,5,74,99,36,34,100,30,Medium,No,No,Medium,86.5,27.5,C,2
S4277,Male,Humanities,1,42,81,49,48,40,24,High,Yes,No,High,61.5,37.0,B,3
S4278,Female,Science,2,56,79,4,89,93,1,High,Yes,Yes,Low,67.5,-18.25,D,1
S4279,Male,Science,3,79,24,17,99,27,21,High,No,No,Medium,51.5,-7.75,B,3
S4280,Male,Management,1,90,52,47,84,73,36,High,Yes,Yes,Medium,71.0,26.0,A,4
S4281,Female,Humanities,5,42,74,16,81,33,14,Low,No,No,Medium,58.0,-4.25,C,2
S4282,Female,Humanities,2,41,38,1,89,50,5,High,No,Yes,Medium,39.5,-21.25,F,0
S4283,Female,Science,2,58,36,48,35,70,32,Low,No,No,High,47.0,39.25,C,2
S4284,Female,Science,4,49,61,41,73,81,10,Medium,Yes,No,Medium,55.0,22.75,C,2
S4285,Male,Engineering,2,60,41,34,26,37,11,Low,No,Yes,Low,50.5,27.5,D,1
S4286,Female,Humanities,2,37,58,13,79,66,23,High,No,Yes,High,47.5,-6.75,D,1
S4287,Female,Engineering,5,53,99,50,29,71,2,Medium,Yes,Yes,Medium,76.0,42.75,B,3
S4288,Male,Management,5,68,46,11,72,56,29,Low,No,No,High,57.0,-7.0,D,1
S4289,Male,Engineering,1,62,95,32,27,49,18,Low,No,No,Low,78.5,25.25,D,1
S4290,Female,Science,3,71,65,6,56,49,6,Low,Yes,No,High,68.0,-8.000000000000002,D,1
S4291,Male,Humanities,5,44,47,38,23,94,11,High,No,Yes,High,45.5,32.25,D,1
S4292,Female,Humanities,1,97,71,44,42,67,28,Medium,No,Yes,Medium,84.0,33.5,A,4
S4293,Female,Engineering,2,94,84,8,28,58,7,Low,No,Yes,Medium,89.0,0.9999999999999991,F,0
S4294,Male,Engineering,8,61,58,4,57,46,20,High,No,Yes,Medium,59.5,-10.249999999999998,D,1
S4295,Male,Management,1,40,37,3,64,35,12,Medium,No,Yes,Medium,38.5,-13.0,F,0
S4296,Female,Management,8,66,41,31,64,51,26,Low,Yes,No,Low,53.5,15.0,D,1
S4297,Female,Science,1,48,87,4,37,48,3,Medium,No,Yes,Low,67.5,-5.25,F,0
S4298,Female,Science,1,80,30,43,65,71,31,High,Yes,No,High,55.0,26.75,B,3
S4299,Male,Science,8,63,83,7,21,93,23,Medium,No,Yes,Low,73.0,1.75,F,0
S4300,Female,Engineering,6,100,90,12,67,94,40,Medium,Yes,Yes,Medium,95.0,-4.75,C,2
S4301,Female,Engineering,1,89,76,3,36,34,8,Medium,No,Yes,Low,82.5,-6.0,F,0
S4302,Female,Humanities,8,82,54,10,35,63,9,Low,Yes,No,High,68.0,1.25,D,1
S4303,Female,Science,5,41,56,14,64,42,10,Low,Yes,No,Low,48.5,-2.0,D,1
S4304,Female,Engineering,7,91,69,45,67,67,32,Low,No,Yes,High,80.0,28.25,B,3
S4305,Male,Humanities,7,95,49,17,43,42,6,Low,Yes,Yes,High,72.0,6.25,D,1
S4306,Female,Science,7,77,36,19,84,90,10,Low,No,No,Medium,56.5,-2.0,C,2
S4307,Female,Management,7,69,52,0,52,33,27,Low,Yes,No,High,60.5,-13.0,F,0
S4308,Female,Management,6,53,35,0,23,92,37,Low,Yes,Yes,High,44.0,-5.75,F,0
S4309,Female,Engineering,3,79,34,10,20,73,29,High,Yes,Yes,Medium,56.5,5.0,D,1
S4310,Male,Humanities,8,97,32,28,52,89,7,High,No,Yes,High,64.5,15.0,B,3
S4311,Male,Management,1,72,22,28,93,62,26,Medium,Yes,No,Low,47.0,4.75,C,2
S4312,Male,Humanities,4,46,43,23,81,64,21,Medium,No,Yes,Low,44.5,2.75,C,2
S4313,Female,Humanities,7,84,42,19,22,41,31,High,No,No,Low,63.0,13.5,D,1
S4314,Female,Management,2,63,78,29,64,80,13,High,Yes,Yes,High,70.5,13.0,C,2
S4315,Male,Humanities,7,99,74,37,40,37,25,Medium,Yes,Yes,High,86.5,27.0,C,2
S4316,Male,Management,7,89,84,4,83,63,10,High,Yes,Yes,Medium,86.5,-16.75,D,1
S4317,Male,Engineering,2,80,51,44,92,92,6,High,Yes,No,High,65.5,21.0,A,4
S4318,Female,Science,6,64,79,9,76,37,29,High,No,Yes,High,71.5,-10.0,D,1
S4319,Female,Science,2,63,49,5,59,76,1,Medium,No,No,Low,56.0,-9.75,D,1
S4320,Male,Engineering,2,45,85,3,81,34,34,Medium,No,No,Low,65.0,-17.25,D,1
S4321,Male,Management,6,47,37,3,62,92,25,Low,Yes,No,High,42.0,-12.5,F,0
S4322,Male,Management,2,67,78,6,65,77,24,Medium,Yes,No,Medium,72.5,-10.25,D,1
S4323,Female,Management,1,72,72,47,91,21,0,Low,No,No,Low,72.0,24.25,A,4
S4324,Female,Management,7,61,83,32,43,33,28,High,Yes,Yes,High,72.0,21.25,C,2
S4325,Female,Engineering,3,36,49,8,43,40,23,Low,No,Yes,Medium,42.5,-2.75,F,0
S4326,Male,Science,6,75,37,25,29,62,37,High,Yes,No,Medium,56.0,17.75,D,1
S4327,Male,Humanities,4,90,24,50,87,64,0,Low,No,Yes,High,57.0,28.25,A,4
S4328,Female,Humanities,6,47,88,46,76,53,24,High,Yes,No,Low,67.5,27.0,B,3
S4329,Male,Science,5,100,27,40,63,90,33,Medium,Yes,Yes,Medium,63.5,24.25,A,4
S4330,Female,Engineering,4,69,28,20,92,98,4,Low,No,No,Medium,48.5,-3.0,B,3
S4331,Male,Humanities,5,79,51,21,94,31,40,Low,Yes,No,Medium,65.0,-2.5,C,2
S4332,Male,Science,8,34,33,32,67,26,11,High,Yes,Yes,Low,33.5,15.25,C,2
S4333,Male,Engineering,8,83,32,32,96,88,7,High,Yes,No,High,57.5,8.0,B,3
S4334,Male,Humanities,6,87,37,47,46,47,13,Medium,No,Yes,Medium,62.0,35.5,A,4
S4335,Female,Management,5,51,87,4,49,44,19,Low,No,Yes,Low,69.0,-8.25,F,0
S4336,Male,Management,4,67,41,20,65,85,39,Medium,Yes,Yes,Low,54.0,3.75,C,2
S4337,Female,Engineering,1,78,39,26,31,70,8,Medium,Yes,No,Medium,58.5,18.25,C,2
S4338,Female,Management,6,30,34,40,79,92,4,Medium,Yes,No,Low,32.0,20.25,B,3
S4339,Female,Engineering,6,65,26,0,38,53,0,High,Yes,Yes,Medium,45.5,-9.5,F,0
S4340,Male,Science,2,57,96,50,87,65,10,Medium,Yes,No,Low,76.5,28.25,A,4
S4341,Female,Science,6,64,49,15,73,66,3,Medium,Yes,No,High,56.5,-3.25,D,1
S4342,Female,Humanities,7,89,24,34,53,51,37,High,No,Yes,Low,56.5,20.75,C,2
S4343,Female,Engineering,8,91,20,35,26,31,16,High,No,No,High,55.5,28.5,C,2
S4344,Male,Humanities,7,75,79,43,61,38,3,Medium,Yes,No,High,77.0,27.75,B,3
S4345,Male,Humanities,6,90,50,31,87,66,31,Low,Yes,No,Medium,70.0,9.25,B,3
S4346,Female,Science,8,94,39,28,72,57,4,Low,No,Yes,Low,66.5,10.0,B,3
S4347,Male,Humanities,8,55,83,38,27,29,21,High,No,No,High,69.0,31.25,D,1
S4348,Female,Management,1,64,83,46,41,29,13,Medium,No,No,Medium,73.5,35.75,C,2
S4349,Female,Humanities,2,86,48,22,45,60,20,Low,No,Yes,Low,67.0,10.75,C,2
S4350,Male,Engineering,3,92,29,14,96,74,17,Low,No,Yes,High,60.5,-10.0,C,2
S4351,Female,Management,5,33,48,25,82,90,2,Medium,Yes,No,Low,40.5,4.5,C,2
S4352,Male,Science,4,71,50,36,65,93,10,Low,Yes,No,Low,60.5,19.75,C,2
S4353,Male,Engineering,3,74,94,24,100,62,38,Low,Yes,Yes,Medium,84.0,-1.0,B,3
S4354,Female,Management,2,68,49,1,63,57,35,High,No,Yes,Medium,58.5,-14.75,F,0
S4355,Male,Engineering,7,94,44,11,81,46,26,Low,No,Yes,Medium,69.0,-9.25,C,2
S4356,Male,Management,7,51,99,18,55,51,37,Low,No,No,Low,75.0,4.249999999999998,D,1
S4357,Female,Engineering,7,40,77,31,60,90,24,High,Yes,Yes,High,58.5,16.0,C,2
S4358,Female,Engineering,1,66,76,22,98,67,38,Low,No,No,Low,71.0,-2.5,B,3
S4359,Male,Management,8,80,82,4,46,45,34,High,Yes,Yes,Low,81.0,-7.5,F,0
S4360,Male,Science,7,87,56,24,89,77,14,Medium,Yes,No,Medium,71.5,1.75,C,2
S4361,Female,Science,4,36,77,34,60,95,20,Low,Yes,No,Low,56.5,19.0,C,2
S4362,Male,Engineering,5,37,47,28,24,43,2,Low,Yes,No,High,42.0,22.0,D,1
S4363,Male,Engineering,6,80,46,37,76,73,23,High,No,No,Medium,63.0,18.0,B,3
S4364,Male,Science,6,52,89,44,95,65,4,Low,Yes,No,Low,70.5,20.25,A,4
S4365,Male,Science,3,38,56,19,48,77,36,Low,No,No,High,47.0,7.0,D,1
S4366,Male,Humanities,5,75,25,46,31,51,32,High,Yes,Yes,Low,50.0,38.25,C,2
S4367,Male,Science,2,67,96,35,44,35,23,Low,No,No,Medium,81.5,24.0,C,2
S4368,Male,Engineering,5,42,81,6,53,89,5,High,Yes,Yes,Low,61.5,-7.25,D,1
S4369,Female,Management,1,36,52,21,94,84,6,Low,Yes,Yes,High,44.0,-2.5,C,2
S4370,Female,Science,3,40,97,17,43,32,18,Medium,Yes,Yes,Low,68.5,6.25,F,0
S4371,Female,Humanities,3,79,59,20,82,25,20,High,Yes,Yes,High,69.0,-0.5,C,2
S4372,Female,Humanities,1,96,60,21,82,31,5,Medium,Yes,No,Low,78.0,0.5,C,2
S4373,Female,Humanities,5,70,61,38,29,28,39,Medium,Yes,Yes,High,65.5,30.75,D,1
S4374,Male,Management,7,58,28,11,24,78,2,High,Yes,Yes,Low,43.0,5.0,F,0
S4375,Male,Science,1,66,37,10,72,86,13,Medium,Yes,No,Low,51.5,-8.0,D,1
S4376,Male,Science,7,85,34,11,100,43,19,Low,No,No,Low,59.5,-14.0,C,2
S4377,Male,Science,4,45,23,25,47,34,13,High,No,Yes,High,34.0,13.25,D,1
S4378,Female,Management,1,73,53,29,84,82,1,Low,Yes,Yes,Low,63.0,8.0,B,3
S4379,Male,Management,7,79,81,14,64,69,24,Medium,Yes,No,Low,80.0,-2.0,C,2
S4380,Male,Engineering,5,100,57,7,85,40,3,High,No,Yes,Medium,78.5,-14.25,D,1
S4381,Female,Humanities,7,35,100,42,68,20,40,Medium,Yes,No,Low,67.5,25.0,B,3
S4382,Male,Humanities,1,47,90,17,59,30,32,Low,Yes,No,Low,68.5,2.25,D,1
S4383,Male,Science,2,48,42,9,85,86,1,High,No,Yes,High,45.0,-12.25,D,1
S4384,Female,Management,6,80,39,7,27,41,22,Medium,No,Yes,Medium,59.5,0.25,F,0
S4385,Male,Management,1,95,75,37,46,93,20,High,Yes,Yes,Medium,85.0,25.5,B,3
S4386,Male,Science,6,32,72,34,36,26,14,Medium,Yes,Yes,Medium,52.0,25.0,F,0
S4387,Male,Science,1,83,21,19,87,68,23,Low,No,No,Medium,52.0,-2.75,C,2
S4388,Male,Engineering,5,78,40,11,63,20,19,High,Yes,No,High,59.0,-4.75,D,1
S4389,Male,Humanities,4,57,95,48,50,84,37,Medium,No,No,Low,76.0,35.5,B,3
S4390,Female,Humanities,4,67,61,2,24,82,24,Medium,Yes,No,Low,64.0,-4.0,F,0
S4391,Female,Humanities,6,57,76,19,79,83,21,Low,Yes,No,High,66.5,-0.75,D,1
S4392,Female,Engineering,8,61,68,49,38,45,3,High,No,Yes,High,64.5,39.5,C,2
S4393,Female,Science,8,70,29,11,61,36,15,Medium,No,Yes,High,49.5,-4.25,D,1
S4394,Female,Science,5,65,91,23,42,30,6,Low,Yes,Yes,Low,78.0,12.5,D,1
S4395,Female,Humanities,7,65,80,15,96,86,23,High,Yes,No,Low,72.5,-9.0,C,2
S4396,Male,Humanities,5,95,40,9,36,29,33,Medium,No,Yes,High,67.5,0.0,F,0
S4397,Female,Engineering,8,39,79,18,77,85,38,Medium,No,No,Medium,59.0,-1.25,C,2
S4398,Female,Management,5,99,32,40,68,51,28,High,Yes,Yes,High,65.5,23.0,B,3
S4399,Male,Management,2,92,67,13,22,35,25,High,Yes,No,High,79.5,7.5,F,0
S4400,Male,Humanities,3,51,59,13,96,45,13,Medium,Yes,Yes,Medium,55.0,-11.0,D,1
S4401,Female,Engineering,8,49,82,21,64,93,19,Low,Yes,No,Medium,65.5,5.0,C,2
S4402,Male,Humanities,8,62,95,3,54,75,6,Low,Yes,Yes,Medium,78.5,-10.5,D,1
S4403,Female,Management,1,44,100,46,21,28,17,Low,Yes,Yes,Medium,72.0,40.75,C,2
S4404,Male,Humanities,5,36,28,33,66,24,9,High,Yes,No,High,32.0,16.5,C,2
S4405,Female,Management,5,79,76,17,22,26,29,Medium,Yes,No,High,77.5,11.5,D,1
S4406,Male,Management,5,39,70,33,48,84,2,Low,No,No,Low,54.5,21.0,C,2
S4407,Male,Management,4,66,59,17,93,31,0,High,No,No,Low,62.5,-6.25,C,2
S4408,Female,Science,5,88,95,39,39,99,29,Medium,Yes,No,High,91.5,29.25,B,3
S4409,Female,Science,8,92,92,30,53,67,1,Medium,Yes,Yes,Low,92.0,16.75,C,2
S4410,Female,Humanities,1,50,83,41,98,91,14,High,No,No,Low,66.5,16.5,A,4
S4411,Female,Management,7,66,89,19,59,44,10,High,Yes,Yes,Low,77.5,4.25,D,1
S4412,Female,Science,7,74,83,35,84,32,31,Low,No,No,Medium,78.5,14.0,B,3
S4413,Male,Humanities,5,43,44,41,82,60,5,Medium,Yes,No,Medium,43.5,20.5,B,3
S4414,Female,Humanities,1,72,47,9,75,29,5,Medium,No,No,Medium,59.5,-9.75,D,1
S4415,Female,Humanities,2,62,29,2,51,59,27,Medium,No,No,High,45.5,-10.75,F,0
S4416,Male,Humanities,7,32,47,20,85,52,24,Medium,No,Yes,Medium,39.5,-1.25,C,2
S4417,Male,Humanities,8,73,55,35,60,54,22,Low,Yes,No,Low,64.0,20.0,B,3
S4418,Female,Engineering,3,64,30,9,48,56,11,Medium,Yes,Yes,High,47.0,-3.0,D,1
S4419,Male,Management,4,54,40,6,70,35,9,High,Yes,Yes,High,47.0,-11.5,D,1
S4420,Male,Humanities,1,37,45,21,31,91,16,Low,Yes,No,Low,41.0,13.25,D,1
S4421,Female,Engineering,7,91,37,22,63,52,1,Medium,No,Yes,Low,64.0,6.25,C,2
S4422,Male,Management,7,47,87,11,29,72,16,Low,No,No,Medium,67.0,3.750000000000001,D,1
S4423,Male,Science,6,57,60,38,93,54,8,Low,Yes,Yes,Low,58.5,14.75,B,3
S4424,Female,Humanities,2,41,34,12,28,74,6,Low,No,Yes,Medium,37.5,4.999999999999999,F,0
S4425,Female,Engineering,3,93,42,39,48,95,12,High,Yes,Yes,High,67.5,27.0,A,4
S4426,Male,Science,3,31,60,12,48,98,9,Low,No,Yes,Medium,45.5,0.0,D,1
S4427,Male,Engineering,3,88,25,32,80,36,21,Medium,Yes,No,High,56.5,12.0,C,2
S4428,Female,Management,8,66,90,30,83,46,27,Medium,Yes,Yes,High,78.0,9.25,C,2
S4429,Male,Management,1,33,79,47,22,40,13,Medium,No,Yes,Medium,56.0,41.5,C,2
S4430,Male,Science,2,70,98,50,23,40,18,Low,No,No,High,84.0,44.25,C,2
S4431,Male,Engineering,5,74,71,27,74,36,0,Medium,Yes,Yes,Low,72.5,8.5,C,2
S4432,Female,Humanities,6,63,28,18,33,46,26,Low,No,Yes,High,45.5,9.75,F,0
S4433,Male,Humanities,2,42,49,20,96,95,3,Low,No,No,Medium,45.5,-4.0,C,2
S4434,Male,Science,2,36,63,31,47,67,23,Low,Yes,Yes,High,49.5,19.25,C,2
S4435,Female,Science,7,61,81,25,82,63,13,Medium,Yes,Yes,Medium,71.0,4.5,C,2
S4436,Male,Science,2,52,62,12,58,55,36,Low,Yes,No,Medium,57.0,-2.4999999999999982,D,1
S4437,Male,Engineering,1,78,47,28,83,47,22,High,Yes,Yes,Medium,62.5,7.25,C,2
S4438,Female,Humanities,6,76,27,6,79,44,4,High,Yes,No,High,51.5,-13.75,D,1
S4439,Female,Humanities,1,66,70,46,39,92,19,Low,Yes,No,Low,68.0,36.25,C,2
S4440,Female,Humanities,6,77,49,25,47,66,21,Medium,Yes,No,High,63.0,13.25,C,2
S4441,Female,Science,6,58,30,5,33,42,39,Low,Yes,Yes,Medium,44.0,-3.25,F,0
S4442,Male,Humanities,7,66,39,31,96,94,34,Low,Yes,No,Medium,52.5,7.0,B,3
S4443,Male,Management,1,52,50,35,94,69,35,High,Yes,Yes,High,51.0,11.5,B,3
S4444,Female,Science,6,67,53,22,77,84,4,Medium,No,Yes,Medium,60.0,2.75,C,2
S4445,Female,Humanities,2,73,31,10,58,35,32,Medium,No,No,Medium,52.0,-4.499999999999998,F,0
S4446,Male,Engineering,1,34,67,20,77,69,23,Low,No,No,Medium,50.5,0.75,D,1
S4447,Female,Science,6,81,47,18,34,32,33,Medium,Yes,No,High,64.0,9.5,C,2
S4448,Male,Management,8,69,86,33,92,99,36,Low,No,No,High,77.5,10.0,B,3
S4449,Female,Management,3,40,82,48,22,99,24,Low,Yes,No,Low,61.0,42.5,C,2
S4450,Male,Engineering,1,31,67,46,24,54,36,High,Yes,No,Low,49.0,40.0,C,2
S4451,Female,Engineering,7,64,61,49,61,51,24,Medium,No,No,High,62.5,33.75,C,2
S4452,Female,Science,8,74,71,43,34,44,21,Medium,Yes,Yes,Medium,72.5,34.5,C,2
S4453,Male,Science,8,78,24,34,22,62,4,High,Yes,No,Medium,51.0,28.5,C,2
S4454,Female,Management,4,64,96,48,54,47,7,Medium,Yes,No,Medium,80.0,34.5,C,2
S4455,Male,Engineering,1,61,31,30,26,85,40,Low,Yes,No,High,46.0,23.5,D,1
S4456,Male,Science,8,97,78,45,43,86,26,Medium,Yes,No,High,87.5,34.25,B,3
S4457,Male,Management,1,100,84,28,50,52,34,Medium,No,Yes,High,92.0,15.5,C,2
S4458,Male,Engineering,1,68,71,5,97,66,0,Medium,No,No,Medium,69.5,-19.25,D,1
S4459,Male,Management,6,77,62,35,99,54,19,Low,No,No,Medium,69.5,10.25,B,3
S4460,Female,Humanities,1,66,82,30,23,83,6,Medium,No,No,Medium,74.0,24.25,C,2
S4461,Female,Engineering,4,89,69,31,22,31,2,Low,No,Yes,High,79.0,25.5,D,1
S4462,Male,Science,5,33,58,39,28,72,8,High,No,Yes,Medium,45.5,32.0,D,1
S4463,Female,Science,1,52,61,19,87,63,13,Low,No,No,High,56.5,-2.75,C,2
S4464,Male,Humanities,3,43,99,21,79,65,18,High,No,No,High,71.0,1.25,D,1
S4465,Female,Engineering,4,34,36,2,30,30,26,High,No,No,Medium,35.0,-5.5,F,0
S4466,Female,Management,5,95,62,7,98,89,5,Low,Yes,Yes,Low,78.5,-17.5,C,2
S4467,Female,Science,6,53,68,44,55,65,6,Low,Yes,Yes,High,60.5,30.25,C,2
